Module                              | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  │  ├── avgpool          | 1.010ms       | 2.981ms   | 14.499us       | 28.998us  | 0 b     | 1.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── fc1              | 1.153ms       | 5.511ms   | 14.592us       | 45.760us  | 0 b     | 2.00 Kb   | 7.68KFLOPs   | 3.87K      | 1    
   │  │  │  │  ├── fc2              | 1.177ms       | 5.599ms   | 10.816us       | 34.080us  | 0 b     | 2.00 Kb   | 7.68KFLOPs   | 3.96K      | 1    
   │  │  │  │  ├── activation       | 1.083ms       | 3.191ms   | 4.992us        | 9.984us   | 0 b     | 1.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  └── scale_activation | 1.038ms       | 2.040ms   | 5.280us        | 7.040us   | 0 b     | 512.00 b  | 0 FLOPs      | 0          | 1    
   │  │  │  └── 3                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.031ms       | 4.953ms   | 31.869us       | 106.230us | 0 b     | 490.00 Kb | 7.53MFLOPs   | 4.80K      | 1    
   │  │  │  │  └── 1                | 1.092ms       | 4.290ms   | 7.968us        | 21.248us  | 0 b     | 612.50 Kb | 0 FLOPs      | 80.00      | 1    
   │  ├── 7                         |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.100ms       | 5.323ms   | 28.992us       | 96.640us  | 0 b     | 2.87 Mb   | 15.05MFLOPs  | 9.60K      | 1    
   │  │  │  │  ├── 1                | 1.142ms       | 4.498ms   | 10.941us       | 29.176us  | 0 b     | 3.59 Mb   | 0 FLOPs      | 480.00     | 1    
   │  │  │  │  └── 2                | 1.087ms       | 2.147ms   | 7.968us        | 10.624us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.084ms       | 5.330ms   | 11.040us       | 36.800us  | 0 b     | 920.00 Kb | 846.72KFLOPs | 2.16K      | 1    
   │  │  │  │  ├── 1                | 1.116ms       | 4.372ms   | 8.160us        | 21.760us  | 0 b     | 920.00 Kb | 0 FLOPs      | 480.00     | 1    
   │  │  │  │  └── 2                | 1.039ms       | 2.054ms   | 6.048us        | 8.064us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  └── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.104ms       | 5.297ms   | 48.291us       | 160.970us | 0 b     | 246.00 Kb | 7.53MFLOPs   | 19.20K     | 1    
   │  │  │  │  └── 1                | 1.094ms       | 4.314ms   | 7.584us        | 20.224us  | 0 b     | 307.50 Kb | 0 FLOPs      | 160.00     | 1    
   │  ├── 8                         |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.088ms       | 5.262ms   | 25.056us       | 83.520us  | 0 b     | 614.00 Kb | 6.27MFLOPs   | 16.00K     | 1    
   │  │  │  │  ├── 1                | 1.066ms       | 4.205ms   | 7.968us        | 21.248us  | 0 b     | 767.50 Kb | 0 FLOPs      | 400.00     | 1    
   │  │  │  │  └── 2                | 1.054ms       | 2.082ms   | 5.280us        | 7.040us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.113ms       | 5.463ms   | 9.600us        | 32.000us  | 0 b     | 767.50 Kb | 705.60KFLOPs | 1.80K      | 1    
   │  │  │  │  ├── 1                | 1.066ms       | 4.195ms   | 7.968us        | 21.248us  | 0 b     | 767.50 Kb | 0 FLOPs      | 400.00     | 1    
   │  │  │  │  └── 2                | 1.015ms       | 2.002ms   | 5.376us        | 7.168us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  └── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.095ms       | 5.275ms   | 42.624us       | 142.080us | 0 b     | 246.00 Kb | 6.27MFLOPs   | 16.00K     | 1    
