Module                  | Self CPU time | CPU time | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  ├── 0       | 1.211ms       | 5.739ms  | 156.195us      | 520.650us | 0 b     | 3.06 Mb   | 205.52MFLOPs | 524.29K    | 1    
   │  │  │  └── 1       | 1.210ms       | 4.769ms  | 12.288us       | 32.768us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  ├── 1             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.267ms       | 5.986ms  | 192.381us      | 618.055us | 0 b     | 784.00 Kb | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.198ms       | 4.710ms  | 9.027us        | 24.072us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.320ms       | 6.256ms  | 166.650us      | 546.157us | 0 b     | 784.00 Kb | 231.21MFLOPs | 589.82K    | 1    
   │  │  ├── bn2        | 1.212ms       | 4.756ms  | 9.312us        | 24.832us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.215ms       | 5.837ms  | 98.976us       | 329.920us | 0 b     | 3.06 Mb   | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.265ms       | 4.981ms  | 12.192us       | 32.512us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.560ms       | 10.512ms | 18.717us       | 37.434us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 2             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.262ms       | 5.995ms  | 181.821us      | 584.118us | 0 b     | 784.00 Kb | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.188ms       | 4.657ms  | 9.120us        | 24.320us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.290ms       | 6.107ms  | 148.320us      | 485.008us | 0 b     | 784.00 Kb | 231.21MFLOPs | 589.82K    | 1    
   │  │  ├── bn2        | 1.251ms       | 4.923ms  | 8.928us        | 23.808us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.221ms       | 5.868ms  | 84.573us       | 281.910us | 0 b     | 3.06 Mb   | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.220ms       | 4.789ms  | 12.000us       | 32.000us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.381ms       | 9.959ms  | 18.624us       | 37.248us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 3             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.199ms       | 5.702ms  | 188.541us      | 605.623us | 0 b     | 784.00 Kb | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.172ms       | 4.606ms  | 9.408us        | 25.088us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.247ms       | 5.857ms  | 193.149us      | 634.998us | 0 b     | 784.00 Kb | 231.21MFLOPs | 589.82K    | 1    
   │  │  ├── bn2        | 1.231ms       | 4.841ms  | 9.120us        | 24.320us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.162ms       | 5.561ms  | 93.882us       | 312.940us | 0 b     | 3.06 Mb   | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.108ms       | 4.348ms  | 12.288us       | 32.768us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.413ms       | 10.027ms | 18.819us       | 37.638us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 4             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.210ms       | 5.725ms  | 200.349us      | 643.846us | 0 b     | 784.00 Kb | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.142ms       | 4.480ms  | 9.696us        | 25.856us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.236ms       | 5.839ms  | 148.608us      | 486.560us | 0 b     | 784.00 Kb | 231.21MFLOPs | 589.82K    | 1    
   │  │  ├── bn2        | 1.189ms       | 4.669ms  | 9.120us        | 24.320us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.155ms       | 5.542ms  | 90.909us       | 303.030us | 0 b     | 3.06 Mb   | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.142ms       | 4.473ms  | 12.096us       | 32.256us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.417ms       | 10.076ms | 18.816us       | 37.632us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  └── 5             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.292ms       | 6.002ms  | 196.218us      | 630.317us | 0 b     | 784.00 Kb | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.175ms       | 4.601ms  | 9.216us        | 24.576us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.181ms       | 5.590ms  | 171.360us      | 561.856us | 0 b     | 784.00 Kb | 231.21MFLOPs | 589.82K    | 1    
   │  │  ├── bn2        | 1.164ms       | 4.573ms  | 9.024us        | 24.064us  | 0 b     | 980.00 Kb | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.235ms       | 5.924ms  | 83.427us       | 278.090us | 0 b     | 3.06 Mb   | 102.76MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.197ms       | 4.702ms  | 12.096us       | 32.256us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.470ms       | 10.234ms | 18.720us       | 37.440us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   ├── layer4           |               |          |                |           |         |           |              |            |      
   │  ├── 0             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.223ms       | 5.815ms  | 195.453us      | 651.510us | 0 b     | 1.53 Mb   | 205.52MFLOPs | 524.29K    | 1    
   │  │  ├── bn1        | 1.149ms       | 4.512ms  | 9.792us        | 26.112us  | 0 b     | 1.91 Mb   | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv2      | 1.255ms       | 5.888ms  | 338.007us      | 1.099ms   | 0 b     | 392.00 Kb | 231.21MFLOPs | 2.36M      | 1    
   │  │  ├── bn2        | 1.201ms       | 4.713ms  | 7.680us        | 20.480us  | 0 b     | 490.00 Kb | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv3      | 1.220ms       | 5.819ms  | 127.101us      | 423.670us | 0 b     | 1.53 Mb   | 102.76MFLOPs | 1.05M      | 1    
   │  │  ├── bn3        | 1.135ms       | 4.460ms  | 13.248us       | 35.328us  | 0 b     | 1.91 Mb   | 0 FLOPs      | 4.10K      | 1    
   │  │  ├── relu       | 3.438ms       | 10.125ms | 17.763us       | 35.526us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  │  └── downsample |               |          |                |           |         |           |              |            |      
   │  │  │  ├── 0       | 1.210ms       | 5.687ms  | 207.444us      | 691.480us | 0 b     | 1.53 Mb   | 205.52MFLOPs | 2.10M      | 1    
   │  │     └── 1       | 1.207ms       | 4.747ms  | 13.728us       | 36.608us  | 0 b     | 1.91 Mb   | 0 FLOPs      | 4.10K      | 1    
   │  ├── 1             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.268ms       | 6.144ms  | 63.072us       | 210.240us | 0 b     | 392.00 Kb | 102.76MFLOPs | 1.05M      | 1    
   │  │  ├── bn1        | 1.238ms       | 4.863ms  | 7.104us        | 18.944us  | 0 b     | 490.00 Kb | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv2      | 1.268ms       | 5.933ms  | 325.440us      | 1.058ms   | 0 b     | 392.00 Kb | 231.21MFLOPs | 2.36M      | 1    
   │  │  ├── bn2        | 1.151ms       | 4.519ms  | 7.200us        | 19.200us  | 0 b     | 490.00 Kb | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv3      | 1.163ms       | 5.551ms  | 128.160us      | 427.200us | 0 b     | 1.53 Mb   | 102.76MFLOPs | 1.05M      | 1    
   │  │  ├── bn3        | 1.155ms       | 4.543ms  | 13.728us       | 36.608us  | 0 b     | 1.91 Mb   | 0 FLOPs      | 4.10K      | 1    
   │  │  └── relu       | 3.300ms       | 9.716ms  | 16.125us       | 32.250us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  └── 2             |               |          |                |           |         |           |              |            |      
   │     ├── conv1      | 1.223ms       | 5.932ms  | 61.629us       | 205.430us | 0 b     | 392.00 Kb | 102.76MFLOPs | 1.05M      | 1    
   │     ├── bn1        | 1.170ms       | 4.597ms  | 7.296us        | 19.456us  | 0 b     | 490.00 Kb | 0 FLOPs      | 1.02K      | 1    
   │     ├── conv2      | 1.325ms       | 6.220ms  | 308.349us      | 1.003ms   | 0 b     | 392.00 Kb | 231.21MFLOPs | 2.36M      | 1    
   │     ├── bn2        | 1.132ms       | 4.441ms  | 7.200us        | 19.200us  | 0 b     | 490.00 Kb | 0 FLOPs      | 1.02K      | 1    
   │     ├── conv3      | 1.125ms       | 5.374ms  | 132.381us      | 441.270us | 0 b     | 1.53 Mb   | 102.76MFLOPs | 1.05M      | 1    
   │     ├── bn3        | 1.142ms       | 4.487ms  | 13.824us       | 36.864us  | 0 b     | 1.91 Mb   | 0 FLOPs      | 4.10K      | 1    
         └── relu       | 3.427ms       | 10.082ms | 16.224us       | 32.448us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   ├── avgpool          | 1.133ms       | 3.319ms  | 11.904us       | 23.808us  | 0 b     | 16.00 Kb  | 0 FLOPs      | 0          | 1    
   └── fc               | 1.217ms       | 3.371ms  | 130.173us      | 260.346us | 0 b     | 1.01 Mb   | 4.10MFLOPs   | 2.05M      | 1    

