Module                  | Self CPU time | CPU time | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  ├── 0       | 1.346ms       | 5.712ms  | 688.683us      | 2.296ms   | 0 b     | 24.50 Mb  | 1.64GFLOPs   | 524.29K    | 1    
   │  │  │  └── 1       | 1.067ms       | 4.190ms  | 52.995us       | 141.320us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  ├── 1             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.241ms       | 5.735ms  | 312.093us      | 1.013ms   | 0 b     | 10.00 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.068ms       | 4.206ms  | 18.912us       | 50.432us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.179ms       | 5.358ms  | 470.082us      | 1.567ms   | 0 b     | 10.00 Mb  | 1.85GFLOPs   | 589.82K    | 1    
   │  │  ├── bn2        | 1.029ms       | 3.995ms  | 18.912us       | 50.432us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.131ms       | 5.349ms  | 206.301us      | 687.670us | 0 b     | 24.50 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.126ms       | 4.355ms  | 51.171us       | 136.456us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.193ms       | 9.434ms  | 55.104us       | 110.208us | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 2             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.178ms       | 5.399ms  | 320.649us      | 1.040ms   | 0 b     | 10.00 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.093ms       | 4.304ms  | 18.816us       | 50.176us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.238ms       | 5.561ms  | 471.153us      | 1.571ms   | 0 b     | 10.00 Mb  | 1.85GFLOPs   | 589.82K    | 1    
   │  │  ├── bn2        | 1.152ms       | 4.540ms  | 18.816us       | 50.176us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.193ms       | 5.630ms  | 213.600us      | 712.000us | 0 b     | 24.50 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.111ms       | 4.368ms  | 53.088us       | 141.568us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.248ms       | 9.595ms  | 54.819us       | 109.638us | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 3             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.215ms       | 5.606ms  | 310.074us      | 1.006ms   | 0 b     | 10.00 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.119ms       | 4.397ms  | 18.816us       | 50.176us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.211ms       | 5.427ms  | 472.599us      | 1.575ms   | 0 b     | 10.00 Mb  | 1.85GFLOPs   | 589.82K    | 1    
   │  │  ├── bn2        | 1.101ms       | 4.334ms  | 18.912us       | 50.432us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.148ms       | 5.397ms  | 221.175us      | 737.250us | 0 b     | 24.50 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.091ms       | 4.296ms  | 55.389us       | 147.704us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.198ms       | 9.442ms  | 54.432us       | 108.864us | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  ├── 4             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.168ms       | 5.400ms  | 310.164us      | 1.006ms   | 0 b     | 10.00 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.066ms       | 4.200ms  | 19.104us       | 50.944us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.283ms       | 5.764ms  | 459.060us      | 1.530ms   | 0 b     | 10.00 Mb  | 1.85GFLOPs   | 589.82K    | 1    
   │  │  ├── bn2        | 1.150ms       | 4.520ms  | 18.723us       | 49.928us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.200ms       | 5.666ms  | 216.375us      | 721.250us | 0 b     | 24.50 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.232ms       | 4.852ms  | 50.880us       | 135.680us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.210ms       | 9.467ms  | 55.296us       | 110.592us | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  └── 5             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.175ms       | 5.444ms  | 306.234us      | 993.852us | 0 b     | 10.00 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn1        | 1.102ms       | 4.332ms  | 18.333us       | 48.888us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv2      | 1.208ms       | 5.435ms  | 448.623us      | 1.495ms   | 0 b     | 10.00 Mb  | 1.85GFLOPs   | 589.82K    | 1    
   │  │  ├── bn2        | 1.078ms       | 4.243ms  | 19.200us       | 51.200us  | 0 b     | 7.66 Mb   | 0 FLOPs      | 512.00     | 1    
   │  │  ├── conv3      | 1.145ms       | 5.343ms  | 230.874us      | 769.580us | 0 b     | 24.50 Mb  | 822.08MFLOPs | 262.14K    | 1    
   │  │  ├── bn3        | 1.133ms       | 4.370ms  | 50.304us       | 134.144us | 0 b     | 30.62 Mb  | 0 FLOPs      | 2.05K      | 1    
   │  │  └── relu       | 3.248ms       | 9.584ms  | 55.098us       | 110.196us | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   ├── layer4           |               |          |                |           |         |           |              |            |      
   │  ├── 0             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.245ms       | 5.729ms  | 369.795us      | 1.233ms   | 0 b     | 14.38 Mb  | 1.64GFLOPs   | 524.29K    | 1    
   │  │  ├── bn1        | 1.090ms       | 4.288ms  | 30.243us       | 80.648us  | 0 b     | 15.31 Mb  | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv2      | 1.264ms       | 5.528ms  | 589.893us      | 1.936ms   | 0 b     | 3.06 Mb   | 1.85GFLOPs   | 2.36M      | 1    
   │  │  ├── bn2        | 1.102ms       | 4.336ms  | 19.488us       | 51.968us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv3      | 1.190ms       | 5.318ms  | 369.876us      | 1.233ms   | 0 b     | 14.38 Mb  | 822.08MFLOPs | 1.05M      | 1    
   │  │  ├── bn3        | 1.073ms       | 4.191ms  | 63.837us       | 170.232us | 0 b     | 15.31 Mb  | 0 FLOPs      | 4.10K      | 1    
   │  │  ├── relu       | 3.198ms       | 9.415ms  | 45.306us       | 90.612us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  │  └── downsample |               |          |                |           |         |           |              |            |      
   │  │  │  ├── 0       | 1.326ms       | 5.558ms  | 747.810us      | 2.493ms   | 0 b     | 14.38 Mb  | 1.64GFLOPs   | 2.10M      | 1    
   │  │     └── 1       | 1.078ms       | 4.240ms  | 64.701us       | 172.536us | 0 b     | 15.31 Mb  | 0 FLOPs      | 4.10K      | 1    
   │  ├── 1             |               |          |                |           |         |           |              |            |      
   │  │  ├── conv1      | 1.229ms       | 5.441ms  | 418.170us      | 1.394ms   | 0 b     | 3.06 Mb   | 822.08MFLOPs | 1.05M      | 1    
   │  │  ├── bn1        | 1.112ms       | 4.375ms  | 20.064us       | 53.504us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv2      | 1.251ms       | 5.517ms  | 503.031us      | 1.652ms   | 0 b     | 3.06 Mb   | 1.85GFLOPs   | 2.36M      | 1    
   │  │  ├── bn2        | 1.112ms       | 4.373ms  | 19.107us       | 50.952us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 1.02K      | 1    
   │  │  ├── conv3      | 1.206ms       | 5.425ms  | 372.669us      | 1.242ms   | 0 b     | 14.38 Mb  | 822.08MFLOPs | 1.05M      | 1    
   │  │  ├── bn3        | 1.136ms       | 4.457ms  | 64.701us       | 172.536us | 0 b     | 15.31 Mb  | 0 FLOPs      | 4.10K      | 1    
   │  │  └── relu       | 3.161ms       | 9.321ms  | 34.173us       | 68.346us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   │  └── 2             |               |          |                |           |         |           |              |            |      
   │     ├── conv1      | 1.159ms       | 5.194ms  | 415.581us      | 1.385ms   | 0 b     | 3.06 Mb   | 822.08MFLOPs | 1.05M      | 1    
   │     ├── bn1        | 1.090ms       | 4.290ms  | 19.776us       | 52.736us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 1.02K      | 1    
   │     ├── conv2      | 1.242ms       | 5.473ms  | 514.473us      | 1.689ms   | 0 b     | 3.06 Mb   | 1.85GFLOPs   | 2.36M      | 1    
   │     ├── bn2        | 1.197ms       | 4.699ms  | 19.200us       | 51.200us  | 0 b     | 3.83 Mb   | 0 FLOPs      | 1.02K      | 1    
   │     ├── conv3      | 1.211ms       | 5.456ms  | 379.485us      | 1.265ms   | 0 b     | 12.25 Mb  | 822.08MFLOPs | 1.05M      | 1    
   │     ├── bn3        | 1.092ms       | 4.294ms  | 70.269us       | 187.384us | 0 b     | 17.97 Mb  | 0 FLOPs      | 4.10K      | 1    
         └── relu       | 3.158ms       | 9.315ms  | 34.653us       | 69.306us  | 0 b     | 0 b       | 0 FLOPs      | 0          | 3    
   ├── avgpool          | 1.072ms       | 3.146ms  | 53.952us       | 107.904us | 0 b     | 128.00 Kb | 0 FLOPs      | 0          | 1    
   └── fc               | 1.273ms       | 3.682ms  | 106.560us      | 213.120us | 0 b     | 1.06 Mb   | 32.77MFLOPs  | 2.05M      | 1    

